name,site,phone_number,full_address,street,city,state,postal_code,review_count,review_stars,working_hours,latitude,longitude,source_url
BoxSmith,https://www.boxsmith.net/,+1 929 269 2691,"1864 Centre St, Boston, MA 02132",1864 Centre St,Boston,MA,02132,14,5,"{""Friday"":""6:30 AM–7:30 PM"",""Monday"":""5–8 PM"",""Saturday"":""9 AM–1 PM"",""Sunday"":""9 AM–12 PM"",""Thursday"":""7–8 AM"",""Tuesday"":""7–8 AM"",""Wednesday"":""11 AM–12 PM""}",42.2858224,-71.1548313,"https://www.google.com/maps/place/BoxSmith/@42.3206655,-71.1724119,12z/data=!4m10!1m2!2m1!1sboxing+classes+in+boston!3m6!1s0x89e37ff6ff7bf8fd:0x53a815f88ee2490d!8m2!3d42.2858224!4d-71.1548313!15sChhib3hpbmcgY2xhc3NlcyBpbiBib3N0b25aGiIYYm94aW5nIGNsYXNzZXMgaW4gYm9zdG9ukgEKYm94aW5nX2d5bZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOdWJWcDFSRGRCUlJBQqoBVRABKhIiDmJveGluZyBjbGFzc2VzKAAyHxABIhvVfrZ8ISFbySOEpPy4TKhERZ3_gPHaUMjVw_UyHBACIhhib3hpbmcgY2xhc3NlcyBpbiBib3N0b27gAQD6AQUI4QQQRA!16s%2Fg%2F11h6dbc0tt?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
TMX Boxing Academy,http://tmxboxing.com/,+1 617 481 8680,"20 Independence Ave, Quincy, MA 02169",20 Independence Ave,Quincy,MA,02169,45,5,"{""Friday"":""5 AM–8 PM"",""Monday"":""5 AM–8 PM"",""Saturday"":""8 AM–1 PM"",""Sunday"":""9–10 AM"",""Thursday"":""5 AM–8 PM"",""Tuesday"":""5 AM–8 PM"",""Wednesday"":""5 AM–8 PM""}",42.2378235,-71.0035336,"https://www.google.com/maps/place/TMX+Boxing+Academy/@42.3206655,-71.1724119,12z/data=!4m10!1m2!2m1!1sboxing+classes+in+boston!3m6!1s0x89e37cd2a2cf2c51:0x55a616c80ee582c9!8m2!3d42.2378235!4d-71.0035336!15sChhib3hpbmcgY2xhc3NlcyBpbiBib3N0b25aGiIYYm94aW5nIGNsYXNzZXMgaW4gYm9zdG9ukgEKYm94aW5nX2d5bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNNU5reDVRbGwzRUFFqgFVEAEqEiIOYm94aW5nIGNsYXNzZXMoADIfEAEiG9V-tnwhIVvJI4Sk_LhMqERFnf-A8dpQyNXD9TIcEAIiGGJveGluZyBjbGFzc2VzIGluIGJvc3RvbuABAPoBBAhCEDI!16s%2Fg%2F11bx5qjgwm?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Total Body Boxing,https://www.totalbodyboxing.com/?utm_source=gbp&utm_medium=webclick,+1 508 345 0087,"89 Newbury Ave, Quincy, MA 02171",89 Newbury Ave,Quincy,MA,02171,26,5,"{""Friday"":""4–8 PM"",""Monday"":""4–8 PM"",""Saturday"":""8 AM–12 PM"",""Sunday"":""Closed"",""Thursday"":""4–8 PM"",""Tuesday"":""4–8 PM"",""Wednesday"":""4–8 PM""}",42.2806615,-71.0290078,"https://www.google.com/maps/place/Total+Body+Boxing/@42.3206655,-71.1724119,12z/data=!4m11!1m3!2m2!1sboxing+classes+in+boston!6e1!3m6!1s0x89e37b662acc6551:0x9b287754be482b1a!8m2!3d42.2806615!4d-71.0290078!15sChhib3hpbmcgY2xhc3NlcyBpbiBib3N0b25aGiIYYm94aW5nIGNsYXNzZXMgaW4gYm9zdG9ukgEKYm94aW5nX2d5bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOWGIwb3liRWhSRUFFqgFVEAEqEiIOYm94aW5nIGNsYXNzZXMoADIfEAEiG9V-tnwhIVvJI4Sk_LhMqERFnf-A8dpQyNXD9TIcEAIiGGJveGluZyBjbGFzc2VzIGluIGJvc3RvbuABAPoBBQicARA1!16s%2Fg%2F11g69y814g?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Ally's Boxing Hub,https://www.allysboxinghub.com/,+1 617 942 7201,"211 Green St, Jamaica Plain, MA 02130",211 Green St,Jamaica Plain,MA,02130,13,4.4,"{""Friday"":""8:30 AM–3 PM"",""Monday"":""8:30 AM–8:30 PM"",""Saturday"":""9 AM–3 PM"",""Sunday"":""Closed"",""Thursday"":""9 AM–8:30 PM"",""Tuesday"":""9 AM–8:30 PM"",""Wednesday"":""8:30 AM–8:30 PM""}",42.3095434,-71.1049885,"https://www.google.com/maps/place/Ally's+Boxing+Hub/@42.3206655,-71.1724119,12z/data=!4m11!1m3!2m2!1sboxing+classes+in+boston!6e1!3m6!1s0x89e3793c70311611:0xe8da721a6455eec4!8m2!3d42.3095434!4d-71.1049885!15sChhib3hpbmcgY2xhc3NlcyBpbiBib3N0b25aGiIYYm94aW5nIGNsYXNzZXMgaW4gYm9zdG9ukgEKYm94aW5nX2d5bZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyeFNURTlVVW5obFZXeE9aREJPTWxrd1pIVlllbWhDWXpJMWNWa3dSUkFCqgFVEAEqEiIOYm94aW5nIGNsYXNzZXMoADIfEAEiG9V-tnwhIVvJI4Sk_LhMqERFnf-A8dpQyNXD9TIcEAIiGGJveGluZyBjbGFzc2VzIGluIGJvc3RvbuABAPoBBAhYED8!16s%2Fg%2F11vy9t7hh6?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Nonantum Boxing Club,http://www.nonantumboxingclub.com/,+1 617 340 3700,"75 Adams St, Newton, MA 02458",75 Adams St,Newton,MA,02458,34,4.6,"{""Friday"":""3–9 PM"",""Monday"":""3–9 PM"",""Saturday"":""9 AM–2 PM"",""Sunday"":""10–11 AM"",""Thursday"":""3–9 PM"",""Tuesday"":""3–9 PM"",""Wednesday"":""3–9 PM""}",42.3611837,-71.2044707,"https://www.google.com/maps/place/Nonantum+Boxing+Club/@42.3206655,-71.1724119,12z/data=!4m11!1m3!2m2!1sboxing+classes+in+boston!6e1!3m6!1s0x89e382a33326f445:0x5a2a16fea180b41d!8m2!3d42.3611837!4d-71.2044707!15sChhib3hpbmcgY2xhc3NlcyBpbiBib3N0b25aGiIYYm94aW5nIGNsYXNzZXMgaW4gYm9zdG9ukgEDZ3ltmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5sZDNCWU1tNVJSUkFCqgFVEAEqEiIOYm94aW5nIGNsYXNzZXMoADIfEAEiG9V-tnwhIVvJI4Sk_LhMqERFnf-A8dpQyNXD9TIcEAIiGGJveGluZyBjbGFzc2VzIGluIGJvc3RvbuABAPoBBAhNEC8!16s%2Fg%2F1tjfhw3y?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Alton Street Boxing & Fitness,http://www.altonstreetboxing.com/,+1 781 646 0288,"Lower level, 301 Broadway, Arlington, MA 02474","Lower level, 301 Broadway Suite",Arlington,MA,02474,37,4.6,"{""Friday"":""3–6 PM"",""Monday"":""11 AM–9 PM"",""Saturday"":""8 AM–3 PM"",""Sunday"":""8 AM–1 PM"",""Thursday"":""11 AM–9 PM"",""Tuesday"":""5:30 AM–9 PM"",""Wednesday"":""11 AM–9 PM""}",42.4144823,-71.1499953,"https://www.google.com/maps/place/Alton+Street+Boxing+%26+Fitness/@42.3206655,-71.1724119,12z/data=!4m11!1m3!2m2!1sboxing+classes+in+boston!6e1!3m6!1s0x89e3765748f82547:0x7e7508402715dcb3!8m2!3d42.4144823!4d-71.1499953!15sChhib3hpbmcgY2xhc3NlcyBpbiBib3N0b25aGiIYYm94aW5nIGNsYXNzZXMgaW4gYm9zdG9ukgETbWFydGlhbF9hcnRzX3NjaG9vbJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSd2RFcDZUVmRuRUFFqgFVEAEqEiIOYm94aW5nIGNsYXNzZXMoADIfEAEiG9V-tnwhIVvJI4Sk_LhMqERFnf-A8dpQyNXD9TIcEAIiGGJveGluZyBjbGFzc2VzIGluIGJvc3RvbuABAPoBBAgdEEs!16s%2Fg%2F11c3n324fg?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Bartolo's Boxing Club,https://bartolosboxingclub.com/,+1 617 291 4038,"541 Shirley St, Winthrop, MA 02152",541 Shirley St,Winthrop,MA,02152,12,4.6,"{""Friday"":""3–9 PM"",""Monday"":""3–8 PM"",""Saturday"":""3–9 PM"",""Sunday"":""Closed"",""Thursday"":""3–9 PM"",""Tuesday"":""3–9 PM"",""Wednesday"":""3–9 PM""}",42.3712364,-70.970281,"https://www.google.com/maps/place/Bartolo's+Boxing+Club/@42.3206655,-71.1724119,12z/data=!4m11!1m3!2m2!1sboxing+classes+in+boston!6e1!3m6!1s0x89e36fb3cf80879d:0x30c0d8a687f5f36e!8m2!3d42.3712364!4d-70.970281!15sChhib3hpbmcgY2xhc3NlcyBpbiBib3N0b25aGiIYYm94aW5nIGNsYXNzZXMgaW4gYm9zdG9ukgELYm94aW5nX2NsdWKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTkNNRTV5UzFSUkVBRaoBVRABKhIiDmJveGluZyBjbGFzc2VzKAAyHxABIhvVfrZ8ISFbySOEpPy4TKhERZ3_gPHaUMjVw_UyHBACIhhib3hpbmcgY2xhc3NlcyBpbiBib3N0b27gAQD6AQQILRAk!16s%2Fg%2F11g9vrmm98?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
TITLE Boxing Club North Columbus,https://titleboxingclub.com/westerville-oh/,+1 614 981 6175,"8727 Sancus Blvd, Columbus, OH 43240",8727 Sancus Blvd,Columbus,OH,43240,166,4.8,"{""Friday"":""6:30 AM–6:30 PM"",""Monday"":""6:30 AM–8:30 PM"",""Saturday"":""9:30 AM–1 PM"",""Sunday"":""9:30 AM–1 PM"",""Thursday"":""6:30 AM–8:30 PM"",""Tuesday"":""6:30 AM–8:30 PM"",""Wednesday"":""6:30 AM–8:30 PM""}",40.1422377,-82.9919396,"https://www.google.com/maps/place/TITLE+Boxing+Club+North+Columbus/@40.1537557,-83.0914361,11z/data=!4m11!1m3!2m2!1sboxing+classes+in+colombus!6e1!3m6!1s0x8838f54f58d1fb13:0xb41cf9512e23256a!8m2!3d40.1422377!4d-82.9919396!15sChpib3hpbmcgY2xhc3NlcyBpbiBjb2x1bWJ1c1ocIhpib3hpbmcgY2xhc3NlcyBpbiBjb2x1bWJ1c5IBA2d5bZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQydHNRazlHU2s1a1J6UXdUbTFhTkdKRlpFMWtiV2hVVkcxb1JtRkZSUkFCqgFXEAEqEiIOYm94aW5nIGNsYXNzZXMoADIfEAEiG7JEYLI7tBYYrTnZN2iE7rc6PQcQxWCOCUhM9zIeEAIiGmJveGluZyBjbGFzc2VzIGluIGNvbHVtYnVz4AEA-gEFCKoGEEw!16s%2Fg%2F11c55rt5qr?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
TITLE Boxing Club Jacksonville,https://titleboxingclub.com/jacksonville-fl/,+1 904 223 3200,"14286 Beach Blvd #40, Jacksonville, FL 32250",14286 Beach Blvd #40,Jacksonville,FL,32250,267,4.8,"{""Friday"":""6 AM–7:45 PM"",""Monday"":""6 AM–7:45 PM"",""Saturday"":""9 AM–12 PM"",""Sunday"":""10:30 AM–1 PM"",""Thursday"":""6 AM–7:45 PM"",""Tuesday"":""6 AM–7:45 PM"",""Wednesday"":""6 AM–7:45 PM""}",30.2858657,-81.4391781,"https://www.google.com/maps/place/TITLE+Boxing+Club+Jacksonville/@30.3079883,-81.6309133,11.25z/data=!4m10!1m2!2m1!1sboxing+classes+in+jacksonville!3m6!1s0x88e44a31bd6b58c5:0x91bf9347abe75762!8m2!3d30.2858657!4d-81.4391781!15sCh5ib3hpbmcgY2xhc3NlcyBpbiBqYWNrc29udmlsbGVaICIeYm94aW5nIGNsYXNzZXMgaW4gamFja3NvbnZpbGxlkgEOZml0bmVzc19jZW50ZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTm9MVXBxUzFoM0VBRaoBXBABKhIiDmJveGluZyBjbGFzc2VzKAAyIBABIhyyRhUYVlYwjQqXdnm3XFVcIfPyDC8io8eQAxRPMiIQAiIeYm94aW5nIGNsYXNzZXMgaW4gamFja3NvbnZpbGxl4AEA-gEECAwQRw!16s%2Fg%2F11rrzlmqb?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Duval Boxing and Fitness Club,https://www.duvalboxingandfitnessclub.com/,+1 904 415 6645,"410 Myrtle Ave N, Jacksonville, FL 32204",410 Myrtle Ave N,Jacksonville,FL,32204,29,4.9,"{""Friday"":""Closed"",""Monday"":""5–7:30 AM"",""Saturday"":""8 AM–12 PM"",""Sunday"":""Closed"",""Thursday"":""5–7:30 AM"",""Tuesday"":""5–7:30 AM"",""Wednesday"":""5–7:30 AM""}",30.333118,-81.676148,"https://www.google.com/maps/place/Duval+Boxing+and+Fitness+Club/@30.3079883,-81.6309133,11.25z/data=!4m10!1m2!2m1!1sboxing+classes+in+jacksonville!3m6!1s0x88e5b76f34333723:0x63223d6647c0fc55!8m2!3d30.333118!4d-81.676148!15sCh5ib3hpbmcgY2xhc3NlcyBpbiBqYWNrc29udmlsbGVaICIeYm94aW5nIGNsYXNzZXMgaW4gamFja3NvbnZpbGxlkgEKYm94aW5nX2d5bZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOUGRqbElSakpCUlJBQqoBXBABKhIiDmJveGluZyBjbGFzc2VzKAAyIBABIhyyRhUYVlYwjQqXdnm3XFVcIfPyDC8io8eQAxRPMiIQAiIeYm94aW5nIGNsYXNzZXMgaW4gamFja3NvbnZpbGxl4AEA-gEECDIQTA!16s%2Fg%2F11t2slfcdp?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Renaissance 4:13 Boxing & Fitness Academy,https://renaissance413.wixsite.com/renaissance413/membership,+1 904 343 9557,"7235 Atlantic Blvd, Jacksonville, FL 32216",7235 Atlantic Blvd Suite 0,Jacksonville,FL,32216,29,4.7,"{""Friday"":""5:30–9 PM"",""Monday"":""5:30–9 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""5:30–9 PM"",""Tuesday"":""5:30–9 PM"",""Wednesday"":""5:30–9 PM""}",30.3140162,-81.5817348,"https://www.google.com/maps/place/Renaissance+4:13+Boxing+%26+Fitness+Academy/@30.3079883,-81.6309133,11.25z/data=!4m10!1m2!2m1!1sboxing+classes+in+jacksonville!3m6!1s0x88e5b4546e2d2849:0xe8121b1126c4e6a6!8m2!3d30.3140162!4d-81.5817348!15sCh5ib3hpbmcgY2xhc3NlcyBpbiBqYWNrc29udmlsbGVaICIeYm94aW5nIGNsYXNzZXMgaW4gamFja3NvbnZpbGxlkgEKYm94aW5nX2d5bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSWE9XUmhlVlJCRUFFqgFcEAEqEiIOYm94aW5nIGNsYXNzZXMoADIgEAEiHLJGFRhWVjCNCpd2ebdcVVwh8_IMLyKjx5ADFE8yIhACIh5ib3hpbmcgY2xhc3NlcyBpbiBqYWNrc29udmlsbGXgAQD6AQQIABAl!16s%2Fg%2F1ptzx5b32?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Galaxxy Boxing Refuge,http://www.galaxxyboxing.com/,+1 904 600 7102,"5538 Normandy Blvd, Jacksonville, FL 32205",5538 Normandy Blvd,Jacksonville,FL,32205,28,4.6,"{""Friday"":""9 AM–12 PM"",""Monday"":""9 AM–12 PM"",""Saturday"":""9 AM–12 PM"",""Sunday"":""Closed"",""Thursday"":""9 AM–12 PM"",""Tuesday"":""9 AM–12 PM"",""Wednesday"":""9 AM–12 PM""}",30.308345,-81.7426319,"https://www.google.com/maps/place/Galaxxy+Boxing+Refuge/@30.3079883,-81.6309133,11.25z/data=!4m10!1m2!2m1!1sboxing+classes+in+jacksonville!3m6!1s0x88e5b9dcf2d90c5f:0x4f62b12cb2e52e09!8m2!3d30.308345!4d-81.7426319!15sCh5ib3hpbmcgY2xhc3NlcyBpbiBqYWNrc29udmlsbGVaICIeYm94aW5nIGNsYXNzZXMgaW4gamFja3NvbnZpbGxlkgEKYm94aW5nX2d5bZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOUWJ6WlFRVzFCUlJBQqoBXBABKhIiDmJveGluZyBjbGFzc2VzKAAyIBABIhyyRhUYVlYwjQqXdnm3XFVcIfPyDC8io8eQAxRPMiIQAiIeYm94aW5nIGNsYXNzZXMgaW4gamFja3NvbnZpbGxl4AEA-gEECAAQKA!16s%2Fg%2F11khsmlhw0?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Deadgame Fight School,http://www.deadgamefightschool.com/,+1 904 982 0099,"2071 Emerson St unit 2, Jacksonville, FL 32207",2071 Emerson St unit 2,Jacksonville,FL,32207,36,4.5,{},30.28645,-81.6423961,"https://www.google.com/maps/place/Deadgame+Fight+School/@30.3079883,-81.6309133,11.25z/data=!4m10!1m2!2m1!1sboxing+classes+in+jacksonville!3m6!1s0x88e5b63040ff3403:0xb2937911bd8b694a!8m2!3d30.28645!4d-81.6423961!15sCh5ib3hpbmcgY2xhc3NlcyBpbiBqYWNrc29udmlsbGVaICIeYm94aW5nIGNsYXNzZXMgaW4gamFja3NvbnZpbGxlkgEKYm94aW5nX2d5bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOdVoyRjZNVmRCRUFFqgFcEAEqEiIOYm94aW5nIGNsYXNzZXMoADIgEAEiHLJGFRhWVjCNCpd2ebdcVVwh8_IMLyKjx5ADFE8yIhACIh5ib3hpbmcgY2xhc3NlcyBpbiBqYWNrc29udmlsbGXgAQD6AQQIbxAz!16s%2Fg%2F1hg4zxqmn?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Rock Steady Boxing Jacksonville,https://jacksonvillemuaythai.com/,+1 904 500 5425,"14255 Beach Blvd, Jacksonville, FL 32250",14255 Beach Blvd,Jacksonville,FL,32250,6,5,"{""Friday"":""9:30–11:30 AM"",""Monday"":""Closed"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""Closed"",""Tuesday"":""Closed"",""Wednesday"":""Closed""}",30.2889095,-81.4414608,"https://www.google.com/maps/place/Rock+Steady+Boxing+Jacksonville/@30.3079883,-81.6309133,11.25z/data=!4m10!1m2!2m1!1sboxing+classes+in+jacksonville!3m6!1s0x88e44a338c5f2a5d:0x30e97cad8a86cfb1!8m2!3d30.2889095!4d-81.4414608!15sCh5ib3hpbmcgY2xhc3NlcyBpbiBqYWNrc29udmlsbGVaICIeYm94aW5nIGNsYXNzZXMgaW4gamFja3NvbnZpbGxlkgEYcGh5c2ljYWxfZml0bmVzc19wcm9ncmFtmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVI0TUZscU5VVlJFQUWqAVwQASoSIg5ib3hpbmcgY2xhc3NlcygAMiAQASIcskYVGFZWMI0Kl3Z5t1xVXCHz8gwvIqPHkAMUTzIiEAIiHmJveGluZyBjbGFzc2VzIGluIGphY2tzb252aWxsZeABAPoBBAg7EEM!16s%2Fg%2F11f63xt3d_?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
9Round Kickboxing Fitness,https://www.9round.com/JacksonvilleFLNewBerlinRd,+1 904 416 0576,"716 New Berlin Rd Ste 11, Jacksonville, FL 32218",716 New Berlin Rd Ste 11,Jacksonville,FL,32218,52,5,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""6:30–9:30 AM"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}",30.4663184,-81.6239273,"https://www.google.com/maps/place/9Round+Kickboxing+Fitness/@30.3079883,-81.6309133,11.25z/data=!4m10!1m2!2m1!1sboxing+classes+in+jacksonville!3m6!1s0x88e5af2304b7e0e5:0x7917ac09a83c4faa!8m2!3d30.4663184!4d-81.6239273!15sCh5ib3hpbmcgY2xhc3NlcyBpbiBqYWNrc29udmlsbGVaICIeYm94aW5nIGNsYXNzZXMgaW4gamFja3NvbnZpbGxlkgEDZ3ltmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5vYjFCeFpUSkJSUkFCqgFcEAEqEiIOYm94aW5nIGNsYXNzZXMoADIgEAEiHLJGFRhWVjCNCpd2ebdcVVwh8_IMLyKjx5ADFE8yIhACIh5ib3hpbmcgY2xhc3NlcyBpbiBqYWNrc29udmlsbGXgAQD6AQUImQYQSQ!16s%2Fg%2F11fl9k7lbk?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Duval Boxing and Fitness Club,http://duvalboxingandfitnessclub.com/,+1 904 415 6645,,,,,,2,5,"{""Monday"":""5:30–7:30 AM"",""Tuesday"":""5:30–7:30 AM"",""Wednesday"":""5:30–7:30 AM"",""Thursday"":""5:30–7:30 AM"",""Friday"":""Closed"",""Saturday"":""8:30 AM–12 PM"",""Sunday"":""Closed""}",30.34499,-81.683107,"https://www.google.com/maps/place/Duval+Boxing+and+Fitness+Club/@30.336306,-81.818128,11z/data=!4m11!1m3!2m2!1sboxing+classes+in+jacksonville!6e1!3m6!1s0x6ee5d8fb04c42d2f:0x44a44b203c3a40f3!8m2!3d30.34499!4d-81.683107!15sCh5ib3hpbmcgY2xhc3NlcyBpbiBqYWNrc29udmlsbGWSAQtib3hpbmdfY2x1YqoBXBABKhIiDmJveGluZyBjbGFzc2VzKAAyIBABIhyyRhUYVlYwjQqXdnm3XFVcIfPyDC8io8eQAxRPMiIQAiIeYm94aW5nIGNsYXNzZXMgaW4gamFja3NvbnZpbGxl4AEA!16s%2Fg%2F11q4g7sh90?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Church Street Boxing Gym,http://www.csboxinggym.com/,+1 212 571 1333,"25 Park Pl, New York, NY 10007",25 Park Pl,New York,NY,10007,239,4.8,"{""Friday"":""6 AM–1 PM"",""Monday"":""6 AM–1 PM"",""Saturday"":""9 AM–2 PM"",""Sunday"":""9 AM–1 PM"",""Thursday"":""6 AM–1 PM"",""Tuesday"":""6 AM–1 PM"",""Wednesday"":""6 AM–1 PM""}",40.7131737,-74.008805,"https://www.google.com/maps/place/Church+Street+Boxing+Gym/@40.7550867,-73.9553823,12z/data=!3m1!5s0x89c25a18c1068507:0x2d428f0d2386f11d!4m10!1m2!2m1!1sboxing+classes+in+new+york!3m6!1s0x89c25a18db4c01a3:0xdcc92a9f3ca20a99!8m2!3d40.7131737!4d-74.008805!15sChpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya1ocIhpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya5IBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUTNjbkJoWDJ4M1JSQUKqAVcQASoSIg5ib3hpbmcgY2xhc3NlcygAMh8QASIb1X62ei0LJGgrRjV8LIBsuKSYnfF5WU67QRCsMh4QAiIaYm94aW5nIGNsYXNzZXMgaW4gbmV3IHlvcmvgAQD6AQQIABAd!16s%2Fg%2F1vxg029f?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Victory Boxing Club,https://victoryboxing.com/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP_New%20York&utm_id=GBP_New_York,+1 332 233 8580,"455 W 37th St, New York, NY 10018",455 W 37th St,New York,NY,10018,67,5,"{""Friday"":""6:30 AM–8 PM"",""Monday"":""6:30 AM–8 PM"",""Saturday"":""8:30 AM–1:30 PM"",""Sunday"":""8:30 AM–1:30 PM"",""Thursday"":""6:30 AM–9 PM"",""Tuesday"":""6:30 AM–9 PM"",""Wednesday"":""6:30 AM–8 PM""}",40.7565168,-73.9973261,"https://www.google.com/maps/place/Victory+Boxing+Club/@40.7550867,-73.9553823,12z/data=!4m10!1m2!2m1!1sboxing+classes+in+new+york!3m6!1s0x89c25967e846dff3:0xe80b50be1a645fc!8m2!3d40.7565168!4d-73.9973261!15sChpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya1ocIhpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya5IBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUmxhalJ0WlVOM0VBRaoBVxABKhIiDmJveGluZyBjbGFzc2VzKAAyHxABIhvVfrZ6LQskaCtGNXwsgGy4pJid8XlZTrtBEKwyHhACIhpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya-ABAPoBBAgdED0!16s%2Fg%2F11smxm0cms?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Work Train Fight,http://www.worktrainfight.com/,+1 646 727 4660,"636 Broadway #204, New York, NY 10012",636 Broadway #204,New York,NY,10012,99,4.8,"{""Friday"":""6 AM–8 PM"",""Monday"":""6 AM–10 PM"",""Saturday"":""8 AM–5 PM"",""Sunday"":""9 AM–4 PM"",""Thursday"":""6 AM–10 PM"",""Tuesday"":""6 AM–10 PM"",""Wednesday"":""6 AM–10 PM""}",40.7262699,-73.9958961,"https://www.google.com/maps/place/Work+Train+Fight/@40.7550867,-73.9553823,12z/data=!3m1!5s0x89c2598b8ea27a2f:0x78424be9f0ef1b75!4m10!1m2!2m1!1sboxing+classes+in+new+york!3m6!1s0x89c2598fed18d7c5:0x882f1303d7fd2eb7!8m2!3d40.7262699!4d-73.9958961!15sChpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya1ocIhpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya5IBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnRhVTFoUW5CQlJSQUKqAVcQASoSIg5ib3hpbmcgY2xhc3NlcygAMh8QASIb1X62ei0LJGgrRjV8LIBsuKSYnfF5WU67QRCsMh4QAiIaYm94aW5nIGNsYXNzZXMgaW4gbmV3IHlvcmvgAQD6AQQIGRBJ!16s%2Fg%2F11r8nj0wr?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
